정제역명,지하철_총하차,위도,경도,주변_버스_하차,주변_상가_수,총_유입_인구,혼잡_가성비_지수
고속터미널,2864281,37.5048497116637,127.00487538273,911663.4638413291,374,3775944.4638413293,0.9904804070436013
디지털미디어시티,902199,37.577451111534,126.90215380378,562442.1112084131,144,1464641.1112084133,0.9831753361317175
녹번,416626,37.6007975225033,126.935891544921,502991.6044314855,90,919617.6044314855,0.978666585977114
응봉,52751,37.5504482266748,127.034927944532,242258.90737220494,28,295009.90737220494,0.9491174495685131
구룡,104103,37.4870233477351,127.059001649091,233168.12123736984,32,337271.12123736984,0.9487887668449957
대모산입구,163777,37.491715403059,127.073661942309,270938.60884984164,40,434715.60884984164,0.9201396768766354
길음,663040,37.603183910563,127.024823216768,1365232.0503394576,182,2028272.0503394576,0.8973150827475619
온수,460237,37.4913717644717,126.821429490681,243109.32668147923,62,703346.3266814792,0.881499049588022
독립문,279099,37.5744817235807,126.956039075033,377215.7589387144,57,656314.7589387144,0.8684844028760029
중앙보훈병원,322741,37.5283547394104,127.148345853457,392710.7180995822,61,715451.7180995822,0.8526070061209768
강일,175127,37.5574640324857,127.175719997694,205234.41532364563,29,380361.41532364563,0.7624307458276144
녹천,115545,37.645635169936,127.050942159434,122895.73090509155,18,238440.73090509156,0.7549014147680656
일원,317823,37.4840018638246,127.084451669321,265369.46457185276,42,583192.4645718527,0.7201726794183814
사당,2150276,37.4761137739838,126.973388761113,273614.332804878,169,2423890.3328048782,0.697225975903947
구일,310160,37.4972425500008,126.871988640708,498612.5484709435,51,808772.5484709435,0.6305844212687213
올림픽공원,504608,37.5165507138708,127.13113405652,273255.876109084,44,777863.876109084,0.5656509421030813
종합운동장,832756,37.5111083470758,127.074289621553,288095.5474444601,59,1120851.54744446,0.5263850283832588
서빙고,72887,37.5199449975773,126.990042184519,183296.3735324563,13,256183.3735324563,0.5074470320241065
개화,51598,37.5779633833321,126.798145262463,27642.794601305588,4,79240.79460130559,0.5047841256152086
개봉,685617,37.4951259236288,126.867028397511,393986.2355716276,49,1079603.2355716275,0.453870023713417
수서,1128935,37.4837274023149,127.105335605615,603669.6341360098,78,1732604.63413601,0.4501890012547251
신목동,124938,37.5446141019074,126.882839886452,261235.6970944321,16,386173.6970944321,0.4143202576549827
김포공항,860867,37.5650596091039,126.802991808588,83750.8684381967,33,944617.8684381967,0.3493472457792545
둔촌오륜,132224,37.517951803879,127.14231593727,52162.75946524065,5,184386.75946524064,0.27116767482293536
동작,137670,37.5028610391594,126.979985539966,79376.91926608606,4,217046.91926608607,0.1842911009479096
복정,252445,37.470746998775,127.126729557623,136586.9591753024,5,389031.9591753024,0.12852381480991554
광명사거리,681452,37.4798031725412,126.853074780215,11848.024390243902,8,693300.0243902439,0.1153899924933181
지축,230577,37.648701934878,126.911780084801,4601.665191509744,1,235178.66519150973,0.0425206830354864
문산,178029,37.8543287255425,126.78781995602,0.0,0,178029.0,0.0
석수,233440,37.4247264389275,126.90538054431,0.0,0,233440.0,0.0
선바위,203587,37.4519680194121,127.002056123166,0.0,0,203587.0,0.0
성균관대,489663,37.2997648058184,126.974703879219,0.0,0,489663.0,0.0
성남,35992,37.3946908,127.1194122,0.0,0,35992.0,0.0
성환,178195,36.9164601241461,127.126779482281,0.0,0,178195.0,0.0
세류,107845,37.2444663079874,127.013807468817,0.0,0,107845.0,0.0
세마,105077,37.1869283493775,127.04307971321,0.0,0,105077.0,0.0
한국항공대,92225,37.6027807,126.8683965,0.0,0,92225.0,0.0
마두,237495,37.6523242492627,126.778208451626,0.0,0,237495.0,0.0
마석,136830,37.6528483776981,127.310478905495,0.0,0,136830.0,0.0
망월사,284626,37.7139082459282,127.046618686464,0.0,0,284626.0,0.0
소래포구,178836,37.3996412665006,126.735270491237,0.0,0,178836.0,0.0
소사,241257,37.4827635064789,126.795245597947,0.0,0,241257.0,0.0
소요산,74176,37.948008933381,127.061251884744,0.0,0,74176.0,0.0
송내,754004,37.4879909862476,126.7477808556,0.0,0,754004.0,0.0
송도,76484,37.4291791142175,126.656070235263,0.0,0,76484.0,0.0
송탄,149934,37.0747771957925,127.054214120849,0.0,0,149934.0,0.0
수내,349205,37.3784609230409,127.114294479728,0.0,0,349205.0,0.0
수리산,109943,37.3500792481992,126.925480184695,0.0,0,109943.0,0.0
도화,115126,37.4663628198919,126.66562093204,0.0,0,115126.0,0.0
동두천,63093,37.928555698531,127.05520919152,0.0,0,63093.0,0.0
동두천중앙,93860,37.9013208378877,127.056351773048,0.0,0,93860.0,0.0
동암,466957,37.4739914695001,126.703096364166,0.0,0,466957.0,0.0
동인천,404824,37.4743902314824,126.633881638039,0.0,0,404824.0,0.0
두정,309083,36.8331244035683,127.149021179545,0.0,0,309083.0,0.0
수원,1718213,37.2661618976132,126.999892446997,0.0,0,1718213.0,0.0
수원시청,462923,37.2609055800354,127.031319421846,0.0,0,462923.0,0.0
수진,158604,37.4377508734894,127.140639952802,0.0,0,158604.0,0.0
숭의,128307,37.4604231369553,126.638811818662,0.0,0,128307.0,0.0
신갈,138348,37.2861169540277,127.11133984775,0.0,0,138348.0,0.0
신길온천,62043,37.3382993578048,126.765667509804,0.0,0,62043.0,0.0
신둔도예촌,47056,37.3151845065191,127.40563678435,0.0,0,47056.0,0.0
신원,6171,37.526039978744,127.372334192121,0.0,0,6171.0,0.0
세종대왕릉,12796,37.2940312141868,127.570850877543,0.0,0,12796.0,0.0
신창,83172,36.7693600065347,126.94993638048,0.0,0,83172.0,0.0
대성리,51814,37.6837121796778,127.378988696604,0.0,0,51814.0,0.0
대야미,146617,37.328210190834,126.917003311365,0.0,0,146617.0,0.0
대화,282336,37.6758454092748,126.747351605161,0.0,0,282336.0,0.0
덕계,199568,37.8188101722399,127.05608614461,0.0,0,199568.0,0.0
덕소,175280,37.5872316747168,127.208253441813,0.0,0,175280.0,0.0
덕정,196902,37.8429691004636,127.061517785246,0.0,0,196902.0,0.0
도농,272716,37.6079915308089,127.159392453205,0.0,0,272716.0,0.0
도심,69612,37.5794283315968,127.222685041585,0.0,0,69612.0,0.0
도원,109997,37.4708343935861,126.638057457853,0.0,0,109997.0,0.0
신포,60338,37.4684260674233,126.625642199275,0.0,0,60338.0,0.0
신흥,172369,37.4445404691554,127.14844826642,0.0,0,172369.0,0.0
쌍용,92624,36.793655090373,127.121594290099,0.0,0,92624.0,0.0
아산,138388,36.7946845598222,127.104589957789,0.0,0,138388.0,0.0
아신,18621,37.5136938387664,127.443105656936,0.0,0,18621.0,0.0
안산,363368,37.3270305919285,126.789570041493,0.0,0,363368.0,0.0
안양,755987,37.406224096723,126.919210526904,0.0,0,755987.0,0.0
녹양,136230,37.7600584618174,127.042261236819,0.0,0,136230.0,0.0
능곡,132496,37.6199454627999,126.819750147203,0.0,0,132496.0,0.0
단대오거리,350625,37.4445404691554,127.14844826642,0.0,0,350625.0,0.0
달월,2430,37.3802739153151,126.74573809447,0.0,0,2430.0,0.0
백석,320248,37.6440209796479,126.786709214601,0.0,0,320248.0,0.0
백양리,4115,37.8309223642888,127.589815378154,0.0,0,4115.0,0.0
백운,208342,37.4827544110592,126.707077020173,0.0,0,208342.0,0.0
상천,11809,37.7700076804732,127.454560376473,0.0,0,11809.0,0.0
서동탄,39650,37.1961350435391,127.053064272185,0.0,0,39650.0,0.0
서정리,284051,37.0562672242971,127.052734554976,0.0,0,284051.0,0.0
서현,724074,37.3850497543213,127.123346622559,0.0,0,724074.0,0.0
망포,431283,37.2467172865817,127.070674138994,0.0,0,431283.0,0.0
매교,160806,37.2693731084812,127.017359949576,0.0,0,160806.0,0.0
매탄권선,162894,37.2528497852336,127.040578557789,0.0,0,162894.0,0.0
명학,244419,37.3903305431288,126.933402226293,0.0,0,244419.0,0.0
모란,790167,37.4342606468488,127.129572324571,0.0,0,790167.0,0.0
당정,183999,37.3390395973011,126.948153981922,0.0,0,183999.0,0.0
대곡,349914,37.6323004462609,126.809620084259,0.0,0,349914.0,0.0
대공원,252170,37.4357320732488,127.005532920908,0.0,0,252170.0,0.0
야당,242582,37.7129737891699,126.761207849823,0.0,0,242582.0,0.0
야목,20256,37.2604416991353,126.885612863146,0.0,0,20256.0,0.0
야탑,806027,37.410909988688,127.128731579543,0.0,0,806027.0,0.0
양수,65893,37.5455208862652,127.329031764188,0.0,0,65893.0,0.0
양원,96415,36.9636925567535,129.091276226893,0.0,0,96415.0,0.0
양정,14557,37.6040233194228,127.194698405391,0.0,0,14557.0,0.0
양주,221280,37.774155537224,127.044851178499,0.0,0,221280.0,0.0
어천,46305,37.2500081485966,126.908736877358,0.0,0,46305.0,0.0
여주,111836,37.2829022270098,127.62855342644,0.0,0,111836.0,0.0
역곡,804436,37.4865348218713,126.8153475936,0.0,0,804436.0,0.0
연수,151065,37.418923365413,126.677270003119,0.0,0,151065.0,0.0
연천,39589,38.1007279,127.0737179,0.0,0,39589.0,0.0
영종,151581,37.511934087132,126.523737911036,0.0,0,151581.0,0.0
남동인더스파크,65782,37.4071199316831,126.694692825365,0.0,0,65782.0,0.0
남위례,242610,37.4627715,127.1392162,0.0,0,242610.0,0.0
남춘천,120636,37.8640059697998,127.723833214939,0.0,0,120636.0,0.0
남한산성입구,358163,37.4502281755962,127.159068067452,0.0,0,358163.0,0.0
영통,293040,37.2575789432719,127.077131433482,0.0,0,293040.0,0.0
오리,283388,37.33933677592,127.108961430041,0.0,0,283388.0,0.0
오목천,124566,37.2431775351782,126.963619808387,0.0,0,124566.0,0.0
오빈,10524,37.5058495677866,127.473819772652,0.0,0,10524.0,0.0
오산,367775,37.1467202778935,127.066846984736,0.0,0,367775.0,0.0
오산대,126380,37.1680546191593,127.063432245056,0.0,0,126380.0,0.0
오이도,261569,37.361553321362,126.738451796665,0.0,0,261569.0,0.0
봉명,41761,36.8015781729572,127.136340154196,0.0,0,41761.0,0.0
온양온천,179424,36.7808174067789,127.002006015411,0.0,0,179424.0,0.0
행신,226878,37.6119951443914,126.834764018192,0.0,0,226878.0,0.0
강매,81063,37.6126944323064,126.845082377154,0.0,0,81063.0,0.0
용문,82368,37.4828379413356,127.59397456763,0.0,0,82368.0,0.0
운길산,29645,37.5550422123372,127.309377682698,0.0,0,29645.0,0.0
운서,340437,37.4927983434427,126.493688287559,0.0,0,340437.0,0.0
운정,228676,37.7254089258053,126.76739700733,0.0,0,228676.0,0.0
운천,148,37.8799673,126.7699225,0.0,0,148.0,0.0
원당,351049,37.6534403227834,126.843119459034,0.0,0,351049.0,0.0
원덕,11904,37.4684287592329,127.549038709571,0.0,0,11904.0,0.0
원인재,145877,37.412810519567,126.688387572505,0.0,0,145877.0,0.0
원종,162432,37.5238457,126.8048614,0.0,0,162432.0,0.0
원흥,327687,37.6509206996283,126.873307347639,0.0,0,327687.0,0.0
군포,181951,37.3538592709153,126.94854628582,0.0,0,181951.0,0.0
굴봉산,4964,37.8321101127427,127.557703285638,0.0,0,4964.0,0.0
금곡,51328,37.6375574138126,127.208453647309,0.0,0,51328.0,0.0
금릉,151557,37.7519430941006,126.765054407328,0.0,0,151557.0,0.0
금정,869723,37.3665338178224,126.946062766832,0.0,0,869723.0,0.0
금촌,202988,37.7653982481887,126.773740427776,0.0,0,202988.0,0.0
초지,148219,37.320970028885,126.805609161189,0.0,0,148219.0,0.0
부개,240945,37.4886531879305,126.73770864384,0.0,0,240945.0,0.0
삼동,64718,37.4079348732844,127.202111069001,0.0,0,64718.0,0.0
삼송,585803,37.6533256275035,126.895390450607,0.0,0,585803.0,0.0
상갈,156434,37.2618925953318,127.109388739487,0.0,0,156434.0,0.0
상록수,476041,37.302811043395,126.865924890819,0.0,0,476041.0,0.0
미금,467044,37.351641380082,127.108898511613,0.0,0,467044.0,0.0
미사,580139,37.5660019559335,127.191645959881,0.0,0,580139.0,0.0
반월,133373,37.3120758316218,126.903565713009,0.0,0,133373.0,0.0
배방,46670,36.7777241723709,127.053378900869,0.0,0,46670.0,0.0
백마,218297,37.6584299391144,126.794069537139,0.0,0,218297.0,0.0
기흥,311288,37.275427714423,127.117343296082,0.0,0,311288.0,0.0
부천,997772,37.484080044981,126.782482120244,0.0,0,997772.0,0.0
김유정,19244,37.8181961880368,127.714519599349,0.0,0,19244.0,0.0
부천종합운동장,79775,37.505622454787,126.797591264243,0.0,0,79775.0,0.0
월곶,89798,37.3914468906661,126.742468193359,0.0,0,89798.0,0.0
월롱,56838,37.7962628848701,126.792151565414,0.0,0,56838.0,0.0
부평,998898,37.4897585231308,126.720718599242,0.0,0,998898.0,0.0
의왕,277668,37.3204950275085,126.948615408797,0.0,0,277668.0,0.0
의정부,633652,37.7375364415407,127.046294056684,0.0,0,633652.0,0.0
이매,193995,37.3939963062915,127.128231391594,0.0,0,193995.0,0.0
이천,107281,37.2645491685093,127.442233466658,0.0,0,107281.0,0.0
인덕원,788599,37.4026058278996,126.975672058342,0.0,0,788599.0,0.0
인천,196178,37.4787506991708,126.617460775108,0.0,0,196178.0,0.0
인천공항1터미널,390234,37.4468147710347,126.454045630823,0.0,0,390234.0,0.0
인천공항2터미널,295640,37.4800449691911,126.440339175177,0.0,0,295640.0,0.0
인천논현,179473,37.4011244441924,126.722695896018,0.0,0,179473.0,0.0
인하대,231125,37.4476985658327,126.649802791708,0.0,0,231125.0,0.0
일산,314495,37.6823290917417,126.769191263486,0.0,0,314495.0,0.0
사릉,64692,37.6513620056594,127.177314430632,0.0,0,64692.0,0.0
임진강,1488,37.8884055411171,126.746798353601,0.0,0,1488.0,0.0
사리,141055,37.2917348896633,126.857382401592,0.0,0,141055.0,0.0
산본,549207,37.3564913480733,126.930243898477,0.0,0,549207.0,0.0
산성,196107,37.4540047719424,127.149685440611,0.0,0,196107.0,0.0
구리,250298,37.6036759230133,127.145040943342,0.0,0,250298.0,0.0
구성,238388,37.2989284474921,127.105634521396,0.0,0,238388.0,0.0
범계,887963,37.3897482860782,126.951078362565,0.0,0,887963.0,0.0
국수,22925,37.5158666322418,127.399496114838,0.0,0,22925.0,0.0
장암,41867,37.7001518611167,127.053100797634,0.0,0,41867.0,0.0
전곡,43534,38.0245987,127.0718642,0.0,0,43534.0,0.0
정발산,266890,37.6589801992463,126.773725939404,0.0,0,266890.0,0.0
정부과천청사,405514,37.4274893017382,126.991421958483,0.0,0,405514.0,0.0
정왕,333057,37.3517323699783,126.743119607251,0.0,0,333057.0,0.0
정자,561386,37.3662189297411,127.108101811759,0.0,0,561386.0,0.0
제물포,320737,37.4666924746964,126.656409957661,0.0,0,320737.0,0.0
별내,73914,37.6421997379186,127.12726521217,0.0,0,73914.0,0.0
주안,527616,37.4649870302803,126.680555095764,0.0,0,527616.0,0.0
주엽,273366,37.6705686564857,126.760746562701,0.0,0,273366.0,0.0
죽전,476750,37.3254254496978,127.107421554669,0.0,0,476750.0,0.0
중동,261905,37.4862426744361,126.767273430756,0.0,0,261905.0,0.0
중앙,631111,37.3159711886033,126.838966907872,0.0,0,631111.0,0.0
병점,530075,37.2071255978046,127.033044852613,0.0,0,530075.0,0.0
보산,48043,37.915005249085,127.057139614282,0.0,0,48043.0,0.0
지평,2088,37.4760092113554,127.630200412607,0.0,0,2088.0,0.0
지행,216047,37.8913881899045,127.055586031812,0.0,0,216047.0,0.0
직산,34396,36.8705013353703,127.144095792545,0.0,0,34396.0,0.0
진위,48389,37.1075136040581,127.062013117631,0.0,0,48389.0,0.0
고색,169308,37.2493952261246,126.979508141905,0.0,0,169308.0,0.0
보정,67302,37.3123185563574,127.1082251592,0.0,0,67302.0,0.0
고잔,271112,37.316926002447,126.822938536407,0.0,0,271112.0,0.0
곡산,19538,37.6461657867218,126.801162996544,0.0,0,19538.0,0.0
곤지암,72451,37.3503637471389,127.346991377175,0.0,0,72451.0,0.0
공항화물청사,57913,37.4590715552905,126.47738097187,0.0,0,57913.0,0.0
과천,151672,37.4329045044765,126.996954505276,0.0,0,151672.0,0.0
관악,218183,37.4186328472833,126.909395380812,0.0,0,218183.0,0.0
광명,97296,37.4163583633797,126.884995930221,0.0,0,97296.0,0.0
천마산,50632,37.6592158335739,127.285452398086,0.0,0,50632.0,0.0
천안,246585,36.8094627728829,127.146813898581,0.0,0,246585.0,0.0
가평,73887,37.814244392793,127.511043699743,0.0,0,73887.0,0.0
철산,684059,37.4767100023479,126.869982812484,0.0,0,684059.0,0.0
청라국제도시,226814,37.5551715746212,126.618408167942,0.0,0,226814.0,0.0
청명,138405,37.2575789432719,127.077131433482,0.0,0,138405.0,0.0
청산,4399,37.9951537,127.0743434,0.0,0,4399.0,0.0
청평,63881,37.7356774972476,127.427839362759,0.0,0,63881.0,0.0
가천대,376525,37.4474748387417,127.1265767155,0.0,0,376525.0,0.0
춘천,64149,37.8850412709022,127.716942203456,0.0,0,64149.0,0.0
탄현,222080,37.6942400022744,126.761056594398,0.0,0,222080.0,0.0
탕정,69993,36.7882137,127.0845547,0.0,0,69993.0,0.0
태평,384536,37.4378284503066,127.128118342074,0.0,0,384536.0,0.0
퇴계원,97375,37.6479537886578,127.143729509097,0.0,0,97375.0,0.0
파주,38560,37.814950725901,126.792710179531,0.0,0,38560.0,0.0
판교,171456,37.3947948422615,127.110989722725,0.0,0,171456.0,0.0
팔당,34003,37.5468289479344,127.243825236229,0.0,0,34003.0,0.0
평내호평,199801,37.6532332279625,127.243895316561,0.0,0,199801.0,0.0
평촌,491038,37.3942598548007,126.963751095349,0.0,0,491038.0,0.0
평택,476032,36.9908969360148,127.085912751826,0.0,0,476032.0,0.0
평택지제,152076,37.0185779864743,127.071194951661,0.0,0,152076.0,0.0
한대앞,323829,37.3098022125073,126.853783336619,0.0,0,323829.0,0.0
강촌,19335,37.8059615222749,127.634187689052,0.0,0,19335.0,0.0
갈매,73602,37.6340429000327,127.114561646263,0.0,0,73602.0,0.0
간석,167469,37.4657735698657,126.701170149219,0.0,0,167469.0,0.0
호구포,121023,37.401887772487,126.708237117392,0.0,0,121023.0,0.0
화서,365583,37.2802725415362,126.991782161085,0.0,0,365583.0,0.0
화정,554674,37.6345627965145,126.833239548875,0.0,0,554674.0,0.0
회룡,411033,37.7139082459282,127.046618686464,0.0,0,411033.0,0.0
부발,78301,37.2595709767102,127.490231406241,0.0,0,78301.0,0.0
가능,195446,37.7479058063656,127.044358094383,0.0,0,195446.0,0.0
검암,181395,37.569139365028,126.673016743192,0.0,0,181395.0,0.0
경기광주,239994,37.399132591567,127.252643963771,0.0,0,239994.0,0.0
경마공원,208335,37.4441881599911,127.0077117258,0.0,0,208335.0,0.0
계양,278726,37.5717862619017,126.73676161817,0.0,0,278726.0,0.0
풍산,190287,37.6718136603905,126.786537312253,0.0,0,190287.0,0.0
하남검단산,208358,37.5395479564176,127.224436626271,0.0,0,208358.0,0.0
하남시청,261125,37.5418518769931,127.206215667234,0.0,0,261125.0,0.0
하남풍산,142688,37.5532868484815,127.20478693957,0.0,0,142688.0,0.0
초월,105881,37.3738557520279,127.299022778429,0.0,0,105881.0,0.0
